movieId,title,year,genres,avgRating,ratingCount,tmdbId,imdbId
66297,Futurama: Into the Wild Green Yonder,2009,Action|Animation|Comedy|Sci-Fi,3.72,701,15060,1054487
112175,How to Train Your Dragon 2,2014,Action|Adventure|Animation,3.72,678,82702,1646971
6448,"Flight of the Phoenix, The",1965,Action|Adventure|Drama,3.72,626,10243,59183
3339,Cross of Iron,1977,War,3.72,625,10839,74695
7728,"Postman Always Rings Twice, The",1946,Crime|Drama|Film-Noir|Thriller,3.72,616,25736,38854
8589,Winter War (Talvisota),1989,Drama|War,3.72,581,29383,98437
80,"White Balloon, The (Badkonake sefid)",1995,Children|Drama,3.72,575,46785,112445
6561,"Mouse That Roared, The",1959,Comedy|War,3.72,532,12649,53084
4537,Running on Empty,1988,Drama,3.72,519,18197,96018
89118,"Skin I Live In, The (La piel que habito)",2011,Drama,3.72,508,63311,1189073
56885,"Great Debaters, The",2007,Drama,3.72,500,14047,427309
71466,City Island,2009,Comedy|Drama,3.72,438,28053,1174730
4337,"Sand Pebbles, The",1966,Drama|Romance|War,3.72,437,5923,60934
6442,Belle époque,1992,Comedy|Romance,3.72,437,2470,103791
6963,Devil's Playground,2002,Documentary,3.72,412,30068,293088
68194,"Damned United, The",2009,Drama,3.72,408,21641,1226271
959,Of Human Bondage,1934,Drama,3.72,393,43905,25586
79274,Batman: Under the Red Hood,2010,Action|Animation,3.72,380,40662,1569923
8482,"Picture of Dorian Gray, The",1945,Drama|Fantasy|Horror,3.72,355,16559,37988
117176,"Theory of Everything, The",2014,Drama|Romance,3.72,349,266856,2980516
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran),2003,Drama,3.72,346,337,329388
1925,Wings,1927,Action|Drama|Romance|War,3.72,323,28966,18578
26585,"Better Tomorrow, A (Ying hung boon sik)",1986,Crime|Drama|Thriller,3.72,283,11471,92263
98056,Amour,2012,Drama|Romance,3.72,277,86837,1602620
6429,Winchester '73,1950,Western,3.72,258,14551,43137
34552,"Girl in the Café, The",2005,Drama|Romance,3.72,251,28201,443518
101895,42,2013,Drama,3.72,244,109410,453562
6021,"American Friend, The (Amerikanische Freund, Der)",1977,Crime|Drama|Mystery|Thriller,3.72,242,11222,75675
7114,"Collector, The",1965,Drama|Horror|Thriller,3.72,215,42740,59043
110501,The Raid 2: Berandal,2014,Action|Crime|Thriller,3.72,215,180299,2265171
8982,I Am David,2003,Drama,3.72,214,15397,327919
7243,Intolerance: Love's Struggle Throughout the Ages,1916,Drama,3.72,187,3059,6864
31035,Testament,1983,Drama,3.72,186,21259,86429
6247,Women in Love,1969,Drama|Romance,3.72,184,66027,66579
30892,In the Realms of the Unreal,2004,Animation|Documentary,3.72,167,1853,390123
7940,"Magician, The (Ansiktet)",1958,Drama,3.72,164,29453,51365
3222,Carmen,1984,Drama,3.72,160,21193,87034
6859,"Devil and Daniel Webster, The (All That Money Can Buy)",1941,Drama|Fantasy,3.72,160,29451,33532
80586,Flipped,2010,Comedy|Drama|Romance,3.72,156,43949,817177
2984,On Any Sunday,1971,Documentary,3.72,137,29251,67527
52666,Benny's Video,1992,Drama|Horror,3.72,129,1987,103793
7349,Broken Wings (Knafayim Shvurot),2002,Drama,3.72,126,49689,317842
25911,"Woman in the Window, The",1944,Crime|Film-Noir|Thriller,3.72,123,17136,37469
57980,"Art of Negative Thinking, The (Kunsten å tenke negativt)",2006,Comedy|Drama,3.72,121,12167,945356
8602,Shadows,1959,Drama,3.72,120,15484,53270
86487,Mildred Pierce,2011,Drama,3.72,120,202241,1492030
7585,Summertime,1955,Drama|Romance,3.72,117,50363,48673
8920,"Country Girl, The",1954,Drama,3.72,112,2438,46874
31030,I Remember Mama,1948,Children|Drama,3.72,109,43442,40458
98122,Indie Game: The Movie,2012,Documentary,3.72,101,80215,1942884
31930,Masculin Féminin,1966,Drama,3.72,96,4710,60675
3295,Raining Stones,1993,Drama,3.72,90,62463,107920
106452,Ida,2013,Drama,3.72,89,209274,2718492
31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null),1948,Drama|War,3.72,84,8016,39417
31408,Summer Storm (Sommersturm),2004,Drama|Romance,3.72,80,342,420206
75983,North Face (Nordwand),2008,Adventure|Drama,3.72,80,16436,844457
103279,What Maisie Knew,2012,Drama,3.72,73,127373,1932767
84240,Even the Rain (También la lluvia),2010,Drama,3.72,71,53596,1422032
85316,Winnie the Pooh and Tigger Too,1974,Animation|Children,3.72,68,72185,72410
90863,George Harrison: Living in the Material World,2011,Documentary,3.72,68,75964,1113829
90809,Tomboy,2011,Drama,3.72,66,65229,1847731
6921,Man of Marble (Czlowiek z Marmuru),1977,Drama,3.72,60,224,75902
82150,Bunny and the Bull,2009,Adventure|Comedy|Drama,3.72,60,35395,1251725
74327,"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie)",2008,Comedy|Drama,3.72,51,12169,926759
1073,Willy Wonka & the Chocolate Factory,1971,Children|Comedy|Fantasy|Musical,3.71,28335,252,67992
1527,"Fifth Element, The",1997,Action|Adventure|Comedy|Sci-Fi,3.71,27660,18,119116
1641,"Full Monty, The",1997,Comedy|Drama,3.71,15323,9427,119164
4720,"Others, The",2001,Drama|Horror|Mystery|Thriller,3.71,10055,1933,230600
4223,Enemy at the Gates,2001,Drama|War,3.71,7185,853,215750
3361,Bull Durham,1988,Comedy|Drama|Romance,3.71,7077,287,94812
3148,"Cider House Rules, The",1999,Drama,3.71,6861,1715,124315
6953,21 Grams,2003,Crime|Drama|Mystery|Romance|Thriller,3.71,6027,470,315733
30810,"Life Aquatic with Steve Zissou, The",2004,Adventure|Comedy|Fantasy,3.71,5424,421,362270
3168,Easy Rider,1969,Adventure|Drama,3.71,5328,624,64276
538,Six Degrees of Separation,1993,Drama,3.71,5101,23210,108149
1678,"Joy Luck Club, The",1993,Drama|Romance,3.71,4495,19931,107282
59784,Kung Fu Panda,2008,Action|Animation|Children|Comedy|IMAX,3.71,4468,9502,441773
2138,Watership Down,1978,Adventure|Animation|Children|Drama|Fantasy,3.71,2803,11837,78480
1845,Zero Effect,1998,Comedy|Mystery|Thriller,3.71,2417,16148,120906
4703,Chocolat,1988,Drama,3.71,1780,41951,94868
81564,Megamind,2010,Action|Animation|Children|Comedy|Sci-Fi|IMAX,3.71,1601,38055,1001526
64716,Seven Pounds,2008,Drama,3.71,1406,11321,814314
62849,RocknRolla,2008,Action|Crime,3.71,1394,13809,1032755
110102,Captain America: The Winter Soldier,2014,Action|Adventure|Sci-Fi|IMAX,3.71,1261,100402,1843866
106696,Frozen,2013,Adventure|Animation|Comedy|Fantasy|Musical|Romance,3.71,1164,109445,2294629
26242,Duel,1971,Action|Mystery|Thriller,3.71,992,839,67023
62511,"Synecdoche, New York",2008,Comedy|Drama,3.71,896,4960,383028
66665,Away We Go,2009,Comedy|Drama|Romance,3.71,874,19255,1176740
73023,Crazy Heart,2009,Drama|Romance,3.71,856,25196,1263670
2967,"Bad Seed, The",1956,Drama|Thriller,3.71,834,42196,48977
7579,Pride and Prejudice,1940,Comedy|Drama|Romance,3.71,537,43818,32943
8254,Arizona Dream,1993,Comedy|Drama|Fantasy|Romance,3.71,516,11044,106307
6856,Yankee Doodle Dandy,1942,Drama|Musical,3.71,494,3087,35575
90376,We Need to Talk About Kevin,2011,Drama|Thriller,3.71,490,71859,1242460
107141,Saving Mr. Banks,2013,Comedy|Drama,3.71,479,140823,2140373
79720,Animal Kingdom,2010,Crime|Drama,3.71,456,44629,1313092
6268,Raising Victor Vargas,2002,Comedy|Drama|Romance,3.71,452,25461,316188
7087,"Passage to India, A",1984,Adventure|Drama,3.71,436,15927,87892
62049,1984,1956,Drama|Sci-Fi,3.71,428,1984,48918
3406,Captain Horatio Hornblower R.N.,1951,Action|Adventure|Drama|War,3.71,426,23928,43379
86142,13 Assassins (Jûsan-nin no shikaku),2010,Action,3.71,413,58857,1436045
7840,Gunga Din,1939,Adventure|Comedy|War,3.71,407,24965,31398
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men)",1972,Action|Drama|Romance|Thriller,3.71,399,11713,68767
5732,Eye of the Needle,1981,Thriller,3.71,378,10863,82351
5965,"Duellists, The",1977,Action|War,3.71,371,19067,75968
105197,Nebraska,2013,Adventure|Drama,3.71,370,129670,1821549
5643,Powaqqatsi,1988,Documentary,3.71,354,24348,95895
2284,Bandit Queen,1994,Drama,3.71,353,14785,109206
6230,Bang the Drum Slowly,1973,Drama,3.71,315,42459,69765
7647,Noises Off...,1992,Comedy,3.71,305,26670,105017
7459,Carandiru,2003,Crime|Drama,3.71,295,8440,293007
33649,Saving Face,2004,Comedy|Drama|Romance,3.71,291,19316,384504
7756,Alexander Nevsky (Aleksandr Nevskiy),1938,Action|Drama|War,3.71,264,10235,29850
25927,"Stranger, The",1946,Drama|Film-Noir|Thriller,3.71,250,20246,38991
4470,Ariel,1988,Drama,3.71,236,2,94675
4283,Fellini's Roma (Roma),1972,Drama,3.71,222,11035,69191
68536,Stanley Kubrick: A Life in Pictures,2001,Documentary,3.71,211,30416,278736
60816,"Colour of Magic, The (Terry Pratchett's The Colour of Magic)",2008,Adventure|Comedy|Fantasy,3.71,210,13541,1079959
97870,"Sessions, The (Surrogate, The)",2012,Drama,3.71,195,113947,1866249
5038,"Flight of Dragons, The",1982,Adventure|Animation|Children|Drama|Fantasy,3.71,193,27273,83951
7815,True Stories,1986,Comedy|Musical,3.71,191,24798,92117
25855,"Roaring Twenties, The",1939,Crime|Drama|Thriller,3.71,190,37698,31867
6082,"Grey Fox, The",1982,Romance|Western,3.71,175,42136,85622
49312,Snow Cake,2006,Drama,3.71,173,313,448124
7440,Paper Clips,2004,Documentary,3.71,166,33823,380615
1144,"Line King: The Al Hirschfeld Story, The",1996,Documentary,3.71,164,124829,116886
6382,Together (Han ni Zai Yiki),2002,Drama,3.71,155,18385,332639
34155,Saraband,2003,Drama,3.71,152,55650,299478
8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),1933,Comedy|Drama,3.71,145,44494,24803
27716,"Green Butchers, The (Grønne slagtere, De)",2003,Comedy|Crime|Drama|Romance,3.71,143,4972,342492
26758,All the Mornings of the World (Tous les matins du monde),1991,Drama|Romance,3.71,127,41804,103110
7050,Follow the Fleet,1936,Comedy|Musical|Romance,3.71,118,28292,27630
8844,Camera Buff (Amator),1979,Drama,3.71,107,42164,78763
58706,"Under the Same Moon (Misma luna, La)",2007,Drama,3.71,105,32579,796307
95939,"Angels' Share, The",2012,Comedy|Drama,3.71,105,103747,1924394
26270,Lone Wolf and Cub: Baby Cart at the River Styx (Kozure Ôkami: Sanzu no kawa no ubaguruma),1972,Action|Adventure,3.71,96,17810,68816
49688,"Dam Busters, The",1955,Action|Drama|War,3.71,95,13210,46889
95567,People Like Us,2012,Drama,3.71,90,98548,1716777
6760,In This World,2002,Adventure|Drama,3.71,88,36791,310154
27647,Tipping the Velvet,2002,Comedy|Drama|Romance,3.71,83,26491,324264
97168,Marley,2012,Documentary,3.71,73,90125,1183919
56141,Blame it on Fidel! (La faute à Fidel!),2006,Drama,3.71,72,17460,792966
27671,As If I Didn't Exist (Elina - Som om jag inte fanns),2002,Children|Drama,3.71,70,46814,330911
83827,Marwencol,2010,Documentary,3.71,70,52013,1391092
4136,"Month in the Country, A",1987,Drama,3.71,68,63639,93562
47148,Mrs. Palfrey at the Claremont,2005,Comedy|Drama,3.71,65,47880,421229
69088,"War Game, The",1965,Documentary|Drama|War,3.71,59,26508,59894
79798,I Killed My Mother (J'ai tué ma mère),2009,Drama,3.71,58,26280,1424797
67422,California Dreamin' (Nesfarsit),2007,Comedy|Drama|War,3.71,51,24220,449573
1374,Star Trek II: The Wrath of Khan,1982,Action|Adventure|Sci-Fi|Thriller,3.7,15893,154,84726
553,Tombstone,1993,Action|Drama|Western,3.7,15157,11969,108358
805,"Time to Kill, A",1996,Drama|Thriller,3.7,11684,1645,117913
5377,About a Boy,2002,Comedy|Drama|Romance,3.7,9401,245,276751
431,Carlito's Way,1993,Crime|Drama,3.7,8946,6075,106519
3552,Caddyshack,1980,Comedy,3.7,8832,11977,80487
2580,Go,1999,Comedy|Crime,3.7,8554,9430,139239
348,Bullets Over Broadway,1994,Comedy,3.7,8038,11382,109348
8798,Collateral,2004,Action|Crime|Drama|Thriller,3.7,7895,1538,369339
2948,From Russia with Love,1963,Action|Adventure|Thriller,3.7,7182,657,57076
2243,Broadcast News,1987,Comedy|Drama|Romance,3.7,5918,12626,92699
5992,"Hours, The",2002,Drama|Romance,3.7,4017,590,274558
91500,"Hunger Games, The",2012,Action|Adventure|Drama|Sci-Fi|Thriller,3.7,3550,70160,1392170
1694,"Apostle, The",1997,Drama,3.7,3026,2895,118632
322,Swimming with Sharks,1995,Comedy|Drama,3.7,2986,20306,114594
3959,"Time Machine, The",1960,Action|Adventure|Sci-Fi,3.7,2869,2134,54387
4903,In the Bedroom,2001,Drama,3.7,2604,1999,247425
2750,Radio Days,1987,Comedy|Drama,3.7,2225,30890,93818
5292,Slap Shot,1977,Comedy,3.7,2014,11590,76723
52604,Fracture,2007,Crime|Drama|Mystery|Thriller,3.7,1615,6145,488120
4356,Gentlemen Prefer Blondes,1953,Comedy|Musical|Romance,3.7,1385,759,45810
53956,Death at a Funeral,2007,Comedy,3.7,1300,2196,795368
8879,Murder on the Orient Express,1974,Crime|Mystery|Thriller,3.7,1078,4176,71877
1484,"Daytrippers, The",1996,Comedy|Drama|Mystery|Romance,3.7,1034,49806,116041
2660,"Thing from Another World, The",1951,Horror|Sci-Fi,3.7,1018,10785,44121
279,My Family,1995,Drama,3.7,936,38722,113896
3724,Coming Home,1978,Drama|War,3.7,818,31657,77362
60487,"It's the Great Pumpkin, Charlie Brown",1966,Animation|Children|Comedy,3.7,712,13353,60550
7303,"Diary of Anne Frank, The",1959,Drama|War,3.7,701,2576,52738
6533,"What's Up, Doc?",1972,Comedy,3.7,630,6949,69495
8131,Pursuit of Happiness,2001,Comedy|Romance,3.7,622,210937,243508
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang)",1972,Action|Crime,3.7,601,9462,68935
47894,"Wind That Shakes the Barley, The",2006,Drama|War,3.7,558,1116,460989
2708,"Autumn Tale, An (Conte d'automne)",1998,Romance,3.7,528,10239,137439
3547,Prick Up Your Ears,1987,Comedy|Drama,3.7,460,27857,93776
106766,Inside Llewyn Davis,2013,Drama,3.7,459,86829,2042568
88235,"Guard, The",2011,Comedy|Crime,3.7,436,67913,1540133
659,Purple Noon (Plein soleil),1960,Crime|Drama|Thriller,3.7,433,10363,54189
60943,Frozen River,2008,Drama,3.7,430,10183,978759
96655,Robot & Frank,2012,Comedy|Drama|Sci-Fi,3.7,388,84329,1990314
3658,Quatermass and the Pit,1967,Horror|Sci-Fi,3.7,386,26912,62168
77307,Dogtooth (Kynodontas),2009,Drama,3.7,379,38810,1379182
70567,Adam,2009,Drama|Romance,3.7,350,22051,1185836
72386,Broken Embraces (Los abrazos rotos),2009,Drama|Romance|Thriller,3.7,317,8088,913425
8117,In China They Eat Dogs (I Kina spiser de hunde),1999,Action|Comedy,3.7,311,250,180748
5516,Read My Lips (Sur mes lèvres),2001,Crime|Drama|Thriller,3.7,306,6173,274117
58351,City of Men (Cidade dos Homens),2007,Drama,3.7,292,7343,870090
7297,Kitchen Stories (Salmer fra kjøkkenet),2003,Comedy|Drama,3.7,291,11083,323872
8401,"Adventures of Sherlock Holmes, The",1939,Crime|Mystery|Thriller,3.7,279,17481,31022
6422,Shenandoah,1965,Drama|War|Western,3.7,268,21027,59711
4098,"Dead, The",1987,Drama,3.7,254,39507,92843
7334,"Front, The",1976,Comedy|Drama,3.7,246,1723,74554
4237,"Gleaners & I, The (Les glaneurs et la glaneuse)",2000,Documentary,3.7,244,44379,247380
4927,"Last Wave, The",1977,Fantasy|Mystery|Thriller,3.7,216,72277,76299
6041,Amen.,2002,Drama,3.7,191,9045,280653
27005,"Interview, The",1998,Crime|Drama|Mystery|Thriller,3.7,188,19846,120714
90603,Batman: Year One,2011,Action|Animation|Crime,3.7,184,69735,1672723
5358,Mountains of the Moon,1990,Adventure,3.7,178,33796,100196
4655,Romero,1989,Drama,3.7,173,32767,98219
7126,"Killing of a Chinese Bookie, The",1976,Comedy|Crime|Drama|Film-Noir|Musical,3.7,166,32040,74749
8485,Samsara,2001,Adventure|Drama|Romance,3.7,162,8341,196069
25952,"Letter to Three Wives, A",1949,Comedy|Drama,3.7,154,45578,41587
53,Lamerica,1994,Adventure|Drama,3.7,150,49133,110299
8331,"Man Who Came to Dinner, The",1942,Comedy,3.7,131,26319,33874
45506,Twelve and Holding,2005,Drama,3.7,124,18164,417385
6683,Fire,1996,Drama,3.7,120,513,116308
7328,"Passion of Anna, The (Passion, En)",1969,Drama,3.7,120,42602,64793
2503,"Apple, The (Sib)",1998,Drama,3.7,115,43978,156901
25839,Nothing Sacred,1937,Comedy|Drama|Romance,3.7,113,37650,29322
8511,"Immigrant, The",1917,Comedy,3.7,105,47653,8133
3292,"Big Combo, The",1955,Film-Noir,3.7,104,22342,47878
7306,"Herod's Law (Ley de Herodes, La)",2000,Comedy|Crime|Mystery,3.7,97,14430,221344
73392,Collapse,2009,Documentary,3.7,89,28227,1503769
86884,"Kid With a Bike, The (Le gamin au vélo)",2011,Drama,3.7,88,63831,1827512
26796,"Heart in Winter, A (Un coeur en hiver)",1992,Drama|Romance,3.7,86,48150,105682
62803,Lone Wolf and Cub: Baby Cart in Peril (Kozure Ôkami: Oya no kokoro ko no kokoro),1972,Action,3.7,86,41477,143348
87004,Pina,2011,Documentary|Musical,3.7,83,57276,1440266
71438,Still Walking (Aruitemo aruitemo),2008,Drama,3.7,80,25050,1087578
98604,From Up on Poppy Hill (Kokuriko-zaka kara),2011,Animation|Drama|Romance,3.7,79,83389,1798188
26147,"Thousand Clowns, A",1965,Comedy|Drama|Romance,3.7,71,42731,59798
8232,I Love You Again,1940,Comedy|Drama,3.7,64,20643,32617
114342,Force Majeure (Turist),2014,Drama,3.7,64,265189,3630276
26342,"Farewell, My Lovely",1975,Crime|Mystery|Thriller,3.7,57,1835,72973
84663,Elizabeth I,2005,Drama,3.7,52,11788,465326
84156,Happy People: A Year in the Taiga,2010,Documentary,3.7,51,89704,1683876
25,Leaving Las Vegas,1995,Drama|Romance,3.69,21553,451,113627
2000,Lethal Weapon,1987,Action|Comedy|Crime|Drama,3.69,17620,941,93409
509,"Piano, The",1993,Drama|Romance,3.69,17068,713,107822
1673,Boogie Nights,1997,Drama,3.69,13491,4995,118749
1729,Jackie Brown,1997,Crime|Drama|Thriller,3.69,11557,184,119396
7143,"Last Samurai, The",2003,Action|Adventure|Drama|War,3.69,10464,616,325710
5010,Black Hawk Down,2001,Action|Drama|War,3.69,10192,855,265086
7254,The Butterfly Effect,2004,Drama|Sci-Fi|Thriller,3.69,8764,1954,289879
5464,Road to Perdition,2002,Crime|Drama,3.69,8284,4147,257044
441,Dazed and Confused,1993,Comedy,3.69,8035,9571,106677
1912,Out of Sight,1998,Comedy|Crime|Drama|Romance|Thriller,3.69,7885,1389,120780
2949,Dr. No,1962,Action|Adventure|Thriller,3.69,7183,646,55928
1298,Pink Floyd: The Wall,1982,Drama|Musical,3.69,6138,12104,84503
39183,Brokeback Mountain,2005,Drama|Romance,3.69,5556,142,388795
3100,"River Runs Through It, A",1992,Drama,3.69,5534,293,105265
4105,"Evil Dead, The",1981,Fantasy|Horror|Thriller,3.69,5128,764,83907
1124,On Golden Pond,1981,Drama,3.69,4636,11816,82846
58998,Forgetting Sarah Marshall,2008,Comedy|Romance,3.69,3630,9870,800039
45950,"Inconvenient Truth, An",2006,Documentary,3.69,2610,1781,497116
56788,Charlie Wilson's War,2007,Comedy|Drama|War,3.69,2074,6538,472062
1683,"Wings of the Dove, The",1997,Drama|Romance,3.69,1893,45609,120520
4349,Catch-22,1970,Comedy|War,3.69,1432,10364,65528
53129,Mr. Brooks,2007,Crime|Drama|Thriller,3.69,1363,3432,780571
2442,Hilary and Jackie,1998,Drama,3.69,1350,46992,150915
7027,Silverado,1985,Action|Western,3.69,1322,11509,90022
6932,Shattered Glass,2003,Crime|Drama,3.69,1170,13537,323944
42004,Transamerica,2005,Adventure|Comedy|Drama,3.69,1097,546,407265
149,Amateur,1994,Crime|Drama|Thriller,3.69,1091,30157,109093
2943,Indochine,1992,Drama|Romance,3.69,1070,2731,104507
6062,Lost in La Mancha,2002,Documentary,3.69,1033,21189,308514
47423,Half Nelson,2006,Drama,3.69,1017,7859,468489
5021,Murder by Death,1976,Comedy|Crime|Mystery|Thriller,3.69,922,6037,74937
5477,Sex and Lucia (Lucía y el sexo),2001,Drama|Romance,3.69,866,1364,254455
2495,"Fantastic Planet, The (Planète sauvage, La)",1973,Animation|Sci-Fi,3.69,845,16306,70544
41863,"Three Burials of Melquiades Estrada, The",2006,Adventure|Crime|Drama,3.69,754,8053,419294
5489,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht),1979,Horror,3.69,736,6404,79641
4174,Avalon,1990,Drama,3.69,721,2302,99073
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),1975,Comedy|Drama,3.69,685,37916,73817
4710,"Shootist, The",1976,Drama|Western,3.69,685,12584,75213
4529,Bagdad Cafe (Out of Rosenheim),1987,Comedy|Drama,3.69,664,3543,95801
8690,Slaughterhouse-Five,1972,Comedy|Drama|Sci-Fi|War,3.69,644,24559,69280
6978,Slacker,1991,Comedy|Drama,3.69,594,14022,102943
52579,"Vie en Rose, La (Môme, La)",2007,Drama|Musical,3.69,590,1407,450188
8838,Alice Doesn't Live Here Anymore,1974,Drama|Romance,3.69,559,16153,71115
96,In the Bleak Midwinter,1995,Comedy|Drama,3.69,483,40154,113403
324,"Sum of Us, The",1994,Comedy|Drama,3.69,469,36614,111309
841,"Eyes Without a Face (Yeux sans visage, Les)",1959,Horror,3.69,459,31417,53459
7792,"Parallax View, The",1974,Thriller,3.69,440,17365,71970
8711,Mr. Blandings Builds His Dream House,1948,Comedy,3.69,401,32294,40613
26172,Point Blank,1967,Action|Crime|Drama|Thriller,3.69,356,26039,62138
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)",2000,Drama|Romance,3.69,346,48217,191636
63808,"Class, The (Entre les murs)",2008,Drama,3.69,336,8841,1068646
7826,"Secret Life of Walter Mitty, The",1947,Comedy|Romance|Thriller,3.69,313,40092,39808
6031,Imitation of Life,1959,Drama|Romance,3.69,307,34148,52918
3304,Blue Collar,1978,Crime|Drama,3.69,305,14839,77248
56563,Helvetica,2007,Documentary,3.69,281,13348,847817
7895,Bring Me the Head of Alfredo Garcia,1974,Crime|Drama|Thriller,3.69,251,11942,71249
5238,Return of the Secaucus 7,1980,Drama,3.69,236,42750,81420
7365,Noi the Albino (Nói albinói),2003,Drama,3.69,235,1720,351461
43652,"Comedians of Comedy, The",2005,Comedy|Documentary,3.69,235,16452,451021
7749,Weekend (a.k.a. Le Week-end) (Week End),1967,Drama,3.69,228,8075,62480
3965,"Strange Love of Martha Ivers, The",1946,Drama|Film-Noir,3.69,219,27033,38988
4393,Another Woman,1988,Drama,3.69,219,22478,94663
854,"Ballad of Narayama, The (Narayama Bushiko)",1958,Drama,3.69,210,116690,51980
59418,"American Crime, An",2007,Crime,3.69,193,13008,802948
26810,Bad Boy Bubby,1993,Drama,3.69,187,14135,106341
55901,"You, the Living (Du levande)",2007,Comedy|Drama|Musical,3.69,172,5817,445336
33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",2004,Comedy|Crime|Thriller,3.69,169,9534,395125
6416,King Rat,1965,Drama|War,3.69,166,29586,59358
51357,Citizen X,1995,Crime|Drama|Thriller,3.69,165,12554,112681
103048,"Kings of Summer, The",2013,Comedy,3.69,163,156700,2179116
97024,Rust and Bone (De rouille et d'os),2012,Drama|Romance,3.69,161,97365,2053425
7942,Summer with Monika (Sommaren med Monika),1953,Drama|Romance,3.69,155,47735,46345
5005,Separate Tables,1958,Drama,3.69,152,43136,52182
4930,Funeral in Berlin,1966,Action|Drama|Thriller,3.69,149,34388,60437
5145,Loves of a Blonde (Lásky jedné plavovlásky),1965,Comedy|Drama|Romance,3.69,148,39387,59415
53769,In Search of a Midnight Kiss,2007,Comedy|Romance,3.69,144,13120,989000
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",1998,Drama,3.69,143,48233,169302
25870,Here Comes Mr. Jordan,1941,Comedy|Fantasy|Romance,3.69,135,38914,33712
101973,Disconnect,2012,Drama|Thriller,3.69,132,127517,1433811
7211,People Will Talk,1951,Comedy|Romance,3.69,131,23152,43915
64278,"Pervert's Guide to Cinema, The",2006,Documentary,3.69,113,34283,828154
25929,Nightmare Alley,1947,Drama|Film-Noir,3.69,106,19169,39661
32792,"Red Desert (Deserto rosso, Il)",1964,Drama,3.69,93,26638,58003
6775,Life and Debt,2001,Documentary,3.69,82,20303,284262
8755,My Voyage to Italy (Il mio viaggio in Italia),1999,Documentary,3.69,80,53198,173772
26875,"Pure Formality, A (Pura formalità, Una)",1994,Crime|Film-Noir|Mystery|Thriller,3.69,76,19223,110917
72714,Earthlings,2006,Documentary,3.69,73,30238,358456
113829,"One I Love, The",2014,Comedy|Drama|Romance,3.69,73,242090,2756032
26360,"Small Change (Argent de poche, L')",1976,Comedy|Drama,3.69,67,1660,74152
66870,Everlasting Moments (Maria Larssons eviga ögonblick),2008,Drama,3.69,66,17077,961066
68099,Apollo 13: To the Edge and Back,1994,Documentary,3.69,62,128857,180443
116138,Leviathan,2014,Drama,3.69,59,265180,2802154
68835,Were the World Mine,2008,Adventure|Fantasy|Musical|Romance,3.69,57,19375,476991
588,Aladdin,1992,Adventure|Animation|Children|Comedy|Musical,3.68,41842,812,103639
733,"Rock, The",1996,Action|Adventure|Thriller,3.68,31353,9802,117500
2115,Indiana Jones and the Temple of Doom,1984,Action|Adventure|Fantasy,3.68,21266,87,87469
6333,X2: X-Men United,2003,Action|Adventure|Sci-Fi|Thriller,3.68,15573,36658,290334
4776,Training Day,2001,Crime|Drama|Thriller,3.68,8087,2034,139654
1663,Stripes,1981,Comedy|War,3.68,8001,10890,83131
3396,"Muppet Movie, The",1979,Adventure|Children|Comedy|Musical,3.68,6793,11176,79588
671,Mystery Science Theater 3000: The Movie,1996,Comedy|Sci-Fi,3.68,6361,3065,117128
4019,Finding Forrester,2000,Drama,3.68,5887,711,181536
3476,Jacob's Ladder,1990,Horror|Mystery,3.68,5005,2291,99871
249,Immortal Beloved,1994,Drama|Romance,3.68,4950,13701,110116
3034,Robin Hood,1973,Adventure|Animation|Children|Comedy|Musical,3.68,4525,11886,70608
46723,Babel,2006,Drama|Thriller,3.68,4136,1164,449467
4499,Dirty Rotten Scoundrels,1988,Comedy,3.68,3999,10141,95031
2065,"Purple Rose of Cairo, The",1985,Comedy|Drama|Fantasy|Romance,3.68,3925,10849,89853
51540,Zodiac,2007,Crime|Drama|Thriller,3.68,3907,1949,443706
1295,"Unbearable Lightness of Being, The",1988,Drama,3.68,3385,10644,96332
4033,Thirteen Days,2000,Drama|Thriller|War,3.68,3366,11973,146309
6296,"Mighty Wind, A",2003,Comedy|Musical,3.68,3058,13370,310281
27660,"Animatrix, The",2003,Action|Animation|Drama|Sci-Fi,3.68,2812,55931,328832
1594,In the Company of Men,1997,Comedy|Drama,3.68,2552,14585,119361
2390,Little Voice,1998,Comedy,3.68,2542,8545,147004
3066,Tora! Tora! Tora!,1970,Action|Drama|War,3.68,1950,11165,66473
102125,Iron Man 3,2013,Action|Sci-Fi|Thriller|IMAX,3.68,1862,68721,1300854
1730,Kundun,1997,Drama,3.68,1754,9746,119485
3129,Sweet and Lowdown,1999,Comedy|Drama,3.68,1748,9684,158371
