isbn,title,author,year,publisher,coverMedium,avgRating,ratingCount
1575667223,Blueberry Muffin Murder (Hannah Swensen Mysteries (Paperback)),Joanne Fluke,2003,Kensington Publishing Corporation,http://images.amazon.com/images/P/1575667223.01.MZZZZZZZ.jpg,8.62,8
0380776839,It Had to Be You,Susan Elizabeth Phillips,2002,Avon,http://images.amazon.com/images/P/0380776839.01.MZZZZZZZ.jpg,8.62,8
0440314887,Coming of Age in Mississippi,Anne Moody,1997,Laurel Editions,http://images.amazon.com/images/P/0440314887.01.MZZZZZZZ.jpg,8.62,8
0679753796,"Dance, Dance, Dance: A Novel",Haruki Murakami,1995,Vintage Books USA,http://images.amazon.com/images/P/0679753796.01.MZZZZZZZ.jpg,8.62,8
0486282147,The Hound of the Baskervilles (Dover Thrift Editions),Sir Arthur Conan Doyle,1994,Dover Publications,http://images.amazon.com/images/P/0486282147.01.MZZZZZZZ.jpg,8.62,8
0385314337,The Giant's House: A Romance,Elizabeth McCracken,1996,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385314337.01.MZZZZZZZ.jpg,8.62,8
1550225480,Ghost Rider: Travels on the Healing Road,Neil Peart,2002,ECW Press,http://images.amazon.com/images/P/1550225480.01.MZZZZZZZ.jpg,8.62,8
0340786051,One Hundred Ways for a Cat to Train Its Human,Celia Haddon,2002,Hodder &amp; Stoughton,http://images.amazon.com/images/P/0340786051.01.MZZZZZZZ.jpg,8.62,8
0684717972,Farewell to Arms,Ernest Hemingway,1929,Charles Scribner's Sons,http://images.amazon.com/images/P/0684717972.01.MZZZZZZZ.jpg,8.62,8
006440823X,Bloomability,Sharon Creech,1999,HarperTrophy,http://images.amazon.com/images/P/006440823X.01.MZZZZZZZ.jpg,8.62,8
0440213460,The Silver Kiss (AFI Film Readers),Annette Curtis Klause,1992,Laure Leaf,http://images.amazon.com/images/P/0440213460.01.MZZZZZZZ.jpg,8.62,8
0061020664,Wyrd Sisters (Discworld Novels (Paperback)),Terry Pratchett,2001,HarperTorch,http://images.amazon.com/images/P/0061020664.01.MZZZZZZZ.jpg,8.62,8
0886776066,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, Book 3)",Tad Williams,1994,Daw Books,http://images.amazon.com/images/P/0886776066.01.MZZZZZZZ.jpg,8.62,8
067972575X,The Tin Drum (Vintage International),Gunter Grass,1990,Vintage Books USA,http://images.amazon.com/images/P/067972575X.01.MZZZZZZZ.jpg,8.62,8
1558532765,Wit and Wisdom from the Peanut Butter Gang,"H. Jackson, Jr. Brown",1994,Rutledge Hill Press,http://images.amazon.com/images/P/1558532765.01.MZZZZZZZ.jpg,8.62,8
0345361792,A Prayer for Owen Meany,John Irving,1990,Ballantine Books,http://images.amazon.com/images/P/0345361792.01.MZZZZZZZ.jpg,8.61,181
0374525641,The Spirit Catches You and You Fall Down,Anne Fadiman,1998,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374525641.01.MZZZZZZZ.jpg,8.61,28
0836218515,Prehistory of the Far Side,Gary Larson,1989,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218515.01.MZZZZZZZ.jpg,8.61,23
0380709562,"Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))",Beverly Cleary,1992,HarperTrophy,http://images.amazon.com/images/P/0380709562.01.MZZZZZZZ.jpg,8.61,18
0553280643,The Gate to Women's Country,Sheri S. Tepper,1997,Spectra Books,http://images.amazon.com/images/P/0553280643.01.MZZZZZZZ.jpg,8.61,18
0440998050,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf,http://images.amazon.com/images/P/0440998050.01.MZZZZZZZ.jpg,8.6,77
1844262553,Free,Paul Vincent,2003,Upfront Publishing,http://images.amazon.com/images/P/1844262553.01.MZZZZZZZ.jpg,8.6,50
0553278223,The Martian Chronicles,RAY BRADBURY,1984,Spectra,http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg,8.6,30
0345350685,The Autobiography of Malcolm X,Malcolm X,1989,Ballantine Books,http://images.amazon.com/images/P/0345350685.01.MZZZZZZZ.jpg,8.6,30
044990928X,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1994,Ballantine Books,http://images.amazon.com/images/P/044990928X.01.MZZZZZZZ.jpg,8.6,20
0525945210,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,1999,Dutton Books,http://images.amazon.com/images/P/0525945210.01.MZZZZZZZ.jpg,8.6,20
0842329293,The Indwelling: The Beast Takes Possession (Left Behind No. 7),Tim Lahaye,2001,Tyndale House Publishers,http://images.amazon.com/images/P/0842329293.01.MZZZZZZZ.jpg,8.6,20
8445071416,El Hobbit,J. R. R. Tolkien,1991,Minotauro,http://images.amazon.com/images/P/8445071416.01.MZZZZZZZ.jpg,8.6,20
0441328091,The Hero and the Crown,Robin McKinley,1989,ACE Charter,http://images.amazon.com/images/P/0441328091.01.MZZZZZZZ.jpg,8.6,15
0440900794,The Giver,Lois Lowry,1994,Random House Childrens Pub,http://images.amazon.com/images/P/0440900794.01.MZZZZZZZ.jpg,8.6,15
0515134465,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1996,Jove Books,http://images.amazon.com/images/P/0515134465.01.MZZZZZZZ.jpg,8.6,15
0679731377,A History of the World in 10 1/2 Chapters (Vintage International),Julian Barnes,1990,Vintage Books USA,http://images.amazon.com/images/P/0679731377.01.MZZZZZZZ.jpg,8.6,15
3551551677,Harry Potter und der Stein der Weisen,Joanne K. Rowling,1999,Carlsen Verlag GmbH,http://images.amazon.com/images/P/3551551677.01.MZZZZZZZ.jpg,8.6,15
0064406970,Dangerous Angels: The Weetzie Bat Books,Francesca Lia Block,1998,HarperTrophy,http://images.amazon.com/images/P/0064406970.01.MZZZZZZZ.jpg,8.6,15
8433914545,El Palacio de La Luna,Paul Auster,1996,Anagrama,http://images.amazon.com/images/P/8433914545.01.MZZZZZZZ.jpg,8.6,10
0394839129,I Can Read With My Eyes Shut (I Can Read It All by Myself Beginner Books),Dr. Seuss,1978,Random House Children's Books,http://images.amazon.com/images/P/0394839129.01.MZZZZZZZ.jpg,8.6,10
0425147762,Red Azalea,Anchee Min,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147762.01.MZZZZZZZ.jpg,8.6,10
0060531231,When He Was Wicked (Bridgerton Family Series),Julia Quinn,2004,Avon,http://images.amazon.com/images/P/0060531231.01.MZZZZZZZ.jpg,8.6,10
0553211161,Leaves of Grass (Bantam Classics),WALT WHITMAN,1983,Bantam,http://images.amazon.com/images/P/0553211161.01.MZZZZZZZ.jpg,8.6,10
0440236525,The Highlander's Touch,Karen Marie Moning,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440236525.01.MZZZZZZZ.jpg,8.6,10
0689710895,The Grey King,Susan Cooper,1986,Aladdin Library,http://images.amazon.com/images/P/0689710895.01.MZZZZZZZ.jpg,8.6,10
0451163516,The Man from St. Petersburg (#1 Author's Classic Spy Thriller),Ken Follett,1991,Signet Book,http://images.amazon.com/images/P/0451163516.01.MZZZZZZZ.jpg,8.6,10
0020518706,The Sun Also Rises (A Scribner classic),Ernest Hemingway,1982,Simon &amp; Schuster,http://images.amazon.com/images/P/0020518706.01.MZZZZZZZ.jpg,8.6,10
0880381752,"Dragons of Spring Dawning (Dragonlance Chronicles, Vol 3)",Margaret Weis,1985,TSR,http://images.amazon.com/images/P/0880381752.01.MZZZZZZZ.jpg,8.6,10
0440330076,Go Tell It on the Mountain,James Baldwin,1985,Laurel,http://images.amazon.com/images/P/0440330076.01.MZZZZZZZ.jpg,8.6,10
055338015X,"Fifty Acres and a Poodle: A Story of Love, Livestock, and Finding Myself on a Farm",Jeanne Marie Laskas,2002,Bantam,http://images.amazon.com/images/P/055338015X.01.MZZZZZZZ.jpg,8.6,10
0515132292,Wild,Lori Foster,2002,Jove Books,http://images.amazon.com/images/P/0515132292.01.MZZZZZZZ.jpg,8.6,10
193072229X,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,Moveon,2004,Inner Ocean Publishing,http://images.amazon.com/images/P/193072229X.01.MZZZZZZZ.jpg,8.6,5
0140107649,Blue Heaven (Contemporary American Fiction S.),Joe Keenan,1988,Penguin Books,http://images.amazon.com/images/P/0140107649.01.MZZZZZZZ.jpg,8.6,5
0517201658,The Thorn Birds (Modern Classics),Colleen McCullough,1998,Wings,http://images.amazon.com/images/P/0517201658.01.MZZZZZZZ.jpg,8.6,5
0373871279,Family At Last (Love Inspired (Numbered)),Carolyne Aarsen,2000,Steeple Hill,http://images.amazon.com/images/P/0373871279.01.MZZZZZZZ.jpg,8.6,5
0679419152,Nothin' but Good Times Ahead,Molly Ivins,1993,Random House Inc,http://images.amazon.com/images/P/0679419152.01.MZZZZZZZ.jpg,8.6,5
2207252000,La Maison des feuilles,Mark Z. Danielewski,2002,DenoÃ?Â«l,http://images.amazon.com/images/P/2207252000.01.MZZZZZZZ.jpg,8.6,5
0440162041,North and South,John Jakes,1983,Dell Publishing Company,http://images.amazon.com/images/P/0440162041.01.MZZZZZZZ.jpg,8.6,5
0451455789,No One Noticed the Cat,Anne McCaffrey,1996,Roc,http://images.amazon.com/images/P/0451455789.01.MZZZZZZZ.jpg,8.6,5
0778320227,Edge of Twilight,Maggie Shayne,2004,Mira Books,http://images.amazon.com/images/P/0778320227.01.MZZZZZZZ.jpg,8.6,5
0688175716,Strange but True,John Searles,2004,William Morrow,http://images.amazon.com/images/P/0688175716.01.MZZZZZZZ.jpg,8.6,5
0679741836,"Molly Ivins Can't Say That, Can She?",Molly Ivins,1992,Vintage Books USA,http://images.amazon.com/images/P/0679741836.01.MZZZZZZZ.jpg,8.6,5
0859696707,Understanding Your Personality,Patricia Hedges,1993,Sheldon Press,http://images.amazon.com/images/P/0859696707.01.MZZZZZZZ.jpg,8.6,5
0142437204,Jane Eyre (Penguin Classics),Charlotte Bronte,2003,Penguin Books,http://images.amazon.com/images/P/0142437204.01.MZZZZZZZ.jpg,8.6,5
8420633127,Ficciones,Jorge Luis Borges,1997,Alianza Editorial,http://images.amazon.com/images/P/8420633127.01.MZZZZZZZ.jpg,8.6,5
0671027492,"Ghost Roads  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 2)",Christopher Golden,1999,Simon Spotlight Entertainment,http://images.amazon.com/images/P/0671027492.01.MZZZZZZZ.jpg,8.6,5
0304357278,E-Tales: The Best &amp; Worst of Internet Humor,David Milstead,2001,Cassell,http://images.amazon.com/images/P/0304357278.01.MZZZZZZZ.jpg,8.6,5
0971614504,Shade of the Maple,Kirk Martin,2002,Cantwell Hamilton Pr,http://images.amazon.com/images/P/0971614504.01.MZZZZZZZ.jpg,8.6,5
0380811812,Aftermath : A Novel of Suspense,Peter Robinson,2002,Avon,http://images.amazon.com/images/P/0380811812.01.MZZZZZZZ.jpg,8.6,5
0486284670,Room With a View (Dover Thrift Edition),Foester. E.M.,1995,Dover Publications,http://images.amazon.com/images/P/0486284670.01.MZZZZZZZ.jpg,8.6,5
0440153166,Looking for Rachel Wallace,ROBERT PARKER,1987,Dell,http://images.amazon.com/images/P/0440153166.01.MZZZZZZZ.jpg,8.6,5
2253023906,La Vie Mode D'Emploi,George Perec,2000,Librairie Generale Francaise,http://images.amazon.com/images/P/2253023906.01.MZZZZZZZ.jpg,8.6,5
0140442529,Notes from Underground the Double: The Double (Penguin Classics),Fyodor Dostoyevsky,1972,Penguin Books,http://images.amazon.com/images/P/0140442529.01.MZZZZZZZ.jpg,8.6,5
1591820057,Chobits Vol. 2,Clamp,2002,Tokyopop,http://images.amazon.com/images/P/1591820057.01.MZZZZZZZ.jpg,8.6,5
0425170306,The Lost Bird,Margaret Coel,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425170306.01.MZZZZZZZ.jpg,8.6,5
0060923288,"Raising Your Spirited Child: A Guide for Parents Whose Child Is More Intense, Sensitive, Perceptive, Persistent, Energetic",Mary Sheedy Kurcinka,1992,Perennial,http://images.amazon.com/images/P/0060923288.01.MZZZZZZZ.jpg,8.6,5
3485008702,Ein Krokodil fÃ?Â¼r Mma Ramotswe. Der erste Fall der 'No. 1 Ladies Detektive Agency'.,Alexander McCall Smith,2001,Nymphenburger,http://images.amazon.com/images/P/3485008702.01.MZZZZZZZ.jpg,8.6,5
0800781562,The Hiding Place,Corrie Ten Boom,1974,Fleming H. Revell Company,http://images.amazon.com/images/P/0800781562.01.MZZZZZZZ.jpg,8.6,5
0385492707,A Love of My Own: A Novel,E. Lynn Harris,2002,Doubleday Books,http://images.amazon.com/images/P/0385492707.01.MZZZZZZZ.jpg,8.6,5
0380017822,Animal Liberation,Peter Singer,1977,Avon Books,http://images.amazon.com/images/P/0380017822.01.MZZZZZZZ.jpg,8.6,5
0747257833,Perfect Timing,Jill Mansell,1999,Trafalgar Square,http://images.amazon.com/images/P/0747257833.01.MZZZZZZZ.jpg,8.6,5
0060506512,The Fifth Ring,Mitchell Graham,2003,Eos,http://images.amazon.com/images/P/0060506512.01.MZZZZZZZ.jpg,8.6,5
0553575643,"Mad Ship (The Liveship Traders, Book 2)",Robin Hobb,2000,Spectra Books,http://images.amazon.com/images/P/0553575643.01.MZZZZZZZ.jpg,8.6,5
8484501965,Fahrenheit 451 (Spanish Version),Ray Bradbury,2002,Aims Intl Books Corp,http://images.amazon.com/images/P/8484501965.01.MZZZZZZZ.jpg,8.6,5
0062502891,"The Chalice and the Blade: Our History, Our Future",Riane Eisler,1988,HarperSanFrancisco,http://images.amazon.com/images/P/0062502891.01.MZZZZZZZ.jpg,8.6,5
0393322815,Daily Afflictions: The Agony of Being Connected to Everything in the Universe,Andrew Boyd,2002,W.W. Norton &amp; Company,http://images.amazon.com/images/P/0393322815.01.MZZZZZZZ.jpg,8.6,5
0812532554,Songmaster,Orson Scott Card,1987,Tor Books,http://images.amazon.com/images/P/0812532554.01.MZZZZZZZ.jpg,8.6,5
038097827X,The Wolves in the Walls,Neil Gaiman,2003,HarperCollins,http://images.amazon.com/images/P/038097827X.01.MZZZZZZZ.jpg,8.6,5
0394825985,Wise Child,MONICA FURLONG,1989,Random House Books for Young Readers,http://images.amazon.com/images/P/0394825985.01.MZZZZZZZ.jpg,8.6,5
0698119509,Spindle's End,Robin McKinley,2002,Firebird,http://images.amazon.com/images/P/0698119509.01.MZZZZZZZ.jpg,8.6,5
0345315642,The Catch Trap,Marion Zimmer Bradley,1984,Ballantine Books,http://images.amazon.com/images/P/0345315642.01.MZZZZZZZ.jpg,8.6,5
0373250487,Rescuing Rose (Red Dress Ink),Isabel Wolff,2004,Red Dress Ink,http://images.amazon.com/images/P/0373250487.01.MZZZZZZZ.jpg,8.6,5
0060097469,Dancing in My Nuddy-Pants : Even Further Confessions of Georgia Nicolson (Confessions of Georgia Nicolson),Louise Rennison,2003,HarperTempest,http://images.amazon.com/images/P/0060097469.01.MZZZZZZZ.jpg,8.6,5
0553264931,Emily's Quest,L.M. MONTGOMERY,1983,Laurel Leaf,http://images.amazon.com/images/P/0553264931.01.MZZZZZZZ.jpg,8.6,5
0553213873,Story of My Life (Bantam Classic),Helen Keller,1991,Bantam Books,http://images.amazon.com/images/P/0553213873.01.MZZZZZZZ.jpg,8.6,5
0440415829,Piping Down the Valleys Wild: Poetry for the Young of All Ages,Nancy Larrick,1999,Yearling Books,http://images.amazon.com/images/P/0440415829.01.MZZZZZZZ.jpg,8.6,5
0671025708,The Last Dance,Ed McBain,2000,Pocket,http://images.amazon.com/images/P/0671025708.01.MZZZZZZZ.jpg,8.6,5
0345414365,The Merro Tree (Del Rey Discovery),Katie Waitman,1997,Del Rey Books,http://images.amazon.com/images/P/0345414365.01.MZZZZZZZ.jpg,8.6,5
0374423075,Finn Family Moomintroll,Tove Jansson,1990,"Farrar, Straus and Giroux (BYR)",http://images.amazon.com/images/P/0374423075.01.MZZZZZZZ.jpg,8.6,5
0671892614,Shadow Song,Terry Kay,1994,Pocket Books,http://images.amazon.com/images/P/0671892614.01.MZZZZZZZ.jpg,8.6,5
0689831404,The Wind in the Willows (Aladdin Classics),Kenneth Grahame,1999,Aladdin,http://images.amazon.com/images/P/0689831404.01.MZZZZZZZ.jpg,8.6,5
044040665X,Beezus and Ramona,Beverly Cleary,1994,Yearling Books,http://images.amazon.com/images/P/044040665X.01.MZZZZZZZ.jpg,8.6,5
031220387X,The Third Heiress,Brenda Joyce,1999,St Martins Pr,http://images.amazon.com/images/P/031220387X.01.MZZZZZZZ.jpg,8.6,5
2742743510,Une adoration,Nancy Huston,2003,Actes Sud,http://images.amazon.com/images/P/2742743510.01.MZZZZZZZ.jpg,8.6,5
088038672X,"Streams of Silver (Forgotten Realms: The Icewind Dale Trilogy, Book 2)",R.A. Salvatore,1989,Wizards of the Coast,http://images.amazon.com/images/P/088038672X.01.MZZZZZZZ.jpg,8.6,5
0821737902,Small Town Girls,Pamela Wallace,1992,Zebra Books,http://images.amazon.com/images/P/0821737902.01.MZZZZZZZ.jpg,8.6,5
014004891X,Of Mice and Men/Cannery Row (2 Books in 1),John Steinbeck,1986,Penguin USA,http://images.amazon.com/images/P/014004891X.01.MZZZZZZZ.jpg,8.6,5
0345428285,The Insider,STEPHEN FREY,2000,Ballantine Books,http://images.amazon.com/images/P/0345428285.01.MZZZZZZZ.jpg,8.6,5
0871236117,"When Calls the Heart (Canadian West, Book 1)",Janette Oke,1983,Bethany House Publishers,http://images.amazon.com/images/P/0871236117.01.MZZZZZZZ.jpg,8.6,5
0440472105,RAMONA FOREVER (Ramona Quimby (Paperback)),BEVERLY CLEARY,1985,Yearling,http://images.amazon.com/images/P/0440472105.01.MZZZZZZZ.jpg,8.6,5
0064405788,Wringer (Trophy Newbery),Jerry Spinelli,1998,HarperTrophy,http://images.amazon.com/images/P/0064405788.01.MZZZZZZZ.jpg,8.6,5
0590134701,Julie of the Wolves,A. Martin,1995,Scholastic US,http://images.amazon.com/images/P/0590134701.01.MZZZZZZZ.jpg,8.6,5
3453022548,Das Tal Der Pferde,Jean Auel,2002,Distribooks,http://images.amazon.com/images/P/3453022548.01.MZZZZZZZ.jpg,8.6,5
0140115854,Moon Palace (Contemporary American Fiction),Paul Auster,1990,Penguin Books,http://images.amazon.com/images/P/0140115854.01.MZZZZZZZ.jpg,8.6,5
0140430784,Pickwick Club: Posthumous Papers (Penguin English Library),Charles Dickens,1973,Penguin Books,http://images.amazon.com/images/P/0140430784.01.MZZZZZZZ.jpg,8.6,5
0345440072,Seven Dials,ANNE PERRY,2003,Ballantine Books,http://images.amazon.com/images/P/0345440072.01.MZZZZZZZ.jpg,8.6,5
0446404292,Sanctuary Sparrow (Brother Cadfael Mysteries),Ellis Peters,1995,Warner Books,http://images.amazon.com/images/P/0446404292.01.MZZZZZZZ.jpg,8.6,5
0345432711,Hilary and Jackie,Hilary Du Pre,1998,Ballantine Books,http://images.amazon.com/images/P/0345432711.01.MZZZZZZZ.jpg,8.6,5
0525945741,Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,Sylvia Browne,2000,Dutton Books,http://images.amazon.com/images/P/0525945741.01.MZZZZZZZ.jpg,8.6,5
0671670913,ANYTHING FOR BILLY,Larry McMurtry,1989,Pocket,http://images.amazon.com/images/P/0671670913.01.MZZZZZZZ.jpg,8.6,5
0553575015,Nobody's Darling,TERESA MEDEIROS,1998,Bantam,http://images.amazon.com/images/P/0553575015.01.MZZZZZZZ.jpg,8.6,5
0671739719,Twin of Ice,Jude Deveraux,1991,Pocket,http://images.amazon.com/images/P/0671739719.01.MZZZZZZZ.jpg,8.6,5
3442446791,Aller guten Dinge sind vier.,Janet Evanovich,2000,Goldmann,http://images.amazon.com/images/P/3442446791.01.MZZZZZZZ.jpg,8.6,5
2070360377,Des souris et des hommes,John Steinbeck,1972,Gallimard,http://images.amazon.com/images/P/2070360377.01.MZZZZZZZ.jpg,8.6,5
0307126900,"Oh, Bother! Someone's Messy! (A Golden Look-Look Book)",Betty Birney,1992,Golden Books,http://images.amazon.com/images/P/0307126900.01.MZZZZZZZ.jpg,8.6,5
0448095114,"The Clue of the Broken Locket (Nancy Drew Mystery Stories, No 11)",Carolyn Keene,1970,Grosset &amp; Dunlap,http://images.amazon.com/images/P/0448095114.01.MZZZZZZZ.jpg,8.6,5
0140620516,Dr Jekyll and Mr Hyde (Penguin Popular Classics),Robert Louis Stevenson,1994,Penguin Books Ltd,http://images.amazon.com/images/P/0140620516.01.MZZZZZZZ.jpg,8.6,5
1560252480,Requiem for a Dream,Hubert Selby Jr.,2000,Thunder's Mouth Press,http://images.amazon.com/images/P/1560252480.01.MZZZZZZZ.jpg,8.6,5
0826317979,The Circuit: Stories from the Life of a Migrant Child,Francisco Jimenez,1997,University of New Mexico Press,http://images.amazon.com/images/P/0826317979.01.MZZZZZZZ.jpg,8.6,5
0312890540,"Soul of the Fire (Sword of Truth, Book 5)",Terry Goodkind,1999,Tor Books,http://images.amazon.com/images/P/0312890540.01.MZZZZZZZ.jpg,8.6,5
0310228638,"If You Want to Walk on Water, You've Got to Get Out of the Boat",John Ortberg,2001,Zondervan Publishing Company,http://images.amazon.com/images/P/0310228638.01.MZZZZZZZ.jpg,8.6,5
0399133194,Lightning,Dean R. Koontz,1988,Putnam Pub Group,http://images.amazon.com/images/P/0399133194.01.MZZZZZZZ.jpg,8.6,5
0679431403,Poison,Kathryn Harrison,1995,Random House Inc,http://images.amazon.com/images/P/0679431403.01.MZZZZZZZ.jpg,8.6,5
0812522966,Finder,Emma Bull,1995,Tor Books (Mm),http://images.amazon.com/images/P/0812522966.01.MZZZZZZZ.jpg,8.6,5
0449212661,Nerve,Dick Francis,1990,Fawcett Books,http://images.amazon.com/images/P/0449212661.01.MZZZZZZZ.jpg,8.6,5
0061020052,Infinity Beach,Jack McDevitt,2001,Eos,http://images.amazon.com/images/P/0061020052.01.MZZZZZZZ.jpg,8.6,5
0671578081,Komarr (Miles Vorkosigan Adventures (Paperback)),Lois McMaster Bujold,1999,Baen,http://images.amazon.com/images/P/0671578081.01.MZZZZZZZ.jpg,8.6,5
0060280921,Abarat,Clive Barker,2002,Joanna Cotler,http://images.amazon.com/images/P/0060280921.01.MZZZZZZZ.jpg,8.6,5
0440418518,A Single Shard,LINDA SUE PARK,2003,Yearling,http://images.amazon.com/images/P/0440418518.01.MZZZZZZZ.jpg,8.6,5
0425188140,Bloodroot,Susan Wittig Albert,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425188140.01.MZZZZZZZ.jpg,8.6,5
0452281148,Free Drinks for Ladies With Nuts: Delightfully Mangled English from Around the World,Jane O'Boyle,2000,Plume Books,http://images.amazon.com/images/P/0452281148.01.MZZZZZZZ.jpg,8.6,5
0679732497,Pop. 1280 (Vintage Crime/Black Lizard),Jim Thompson,1990,Vintage Books USA,http://images.amazon.com/images/P/0679732497.01.MZZZZZZZ.jpg,8.6,5
1564762440,Letters From a Skeptic : A Son Wrestles with His Father's Questions about Christianity,Gregory A. Boyd,2004,Cook Communications,http://images.amazon.com/images/P/1564762440.01.MZZZZZZZ.jpg,8.6,5
0446315001,Lillies of the Field,William E Barrett,1988,Warner Books,http://images.amazon.com/images/P/0446315001.01.MZZZZZZZ.jpg,8.6,5
157082262X,Where's Piglet? (Mouse Works Peek-a-Pooh Book),A. A. Milne,1995,Mouse Works,http://images.amazon.com/images/P/157082262X.01.MZZZZZZZ.jpg,8.6,5
0553582275,Unhinged : A Home Repair is Homicide Mystery,SARAH GRAVES,2003,Bantam,http://images.amazon.com/images/P/0553582275.01.MZZZZZZZ.jpg,8.6,5
1566192951,The Adventures of Huckleberry Finn,Mark Twain,1994,Barnes &amp; Noble,http://images.amazon.com/images/P/1566192951.01.MZZZZZZZ.jpg,8.6,5
0609610546,Behind Enemy Lines: The True Story of a French Jewish Spy in Nazi Germany,Marthe Cohn,2002,Harmony,http://images.amazon.com/images/P/0609610546.01.MZZZZZZZ.jpg,8.6,5
0679432965,My American Journey: An Autobiography,COLIN L. POWELL,1995,Random House,http://images.amazon.com/images/P/0679432965.01.MZZZZZZZ.jpg,8.6,5
0345313364,White Dragon #03,Anne McCaffrey,1983,Del Rey Books,http://images.amazon.com/images/P/0345313364.01.MZZZZZZZ.jpg,8.6,5
0441662536,Phule's Paradise (Phule's Company),Robert Asprin,1996,Ace Books,http://images.amazon.com/images/P/0441662536.01.MZZZZZZZ.jpg,8.6,5
0140707077,Othello (New Penguin Shakespeare),William Shakespeare,1981,Penguin Books,http://images.amazon.com/images/P/0140707077.01.MZZZZZZZ.jpg,8.6,5
0758203381,The Secret Life of Bryan,Lori Foster,2004,BRAVA,http://images.amazon.com/images/P/0758203381.01.MZZZZZZZ.jpg,8.6,5
0140390103,Roughing It (The Penguin American Library),Mark Twain,1981,Penguin Books,http://images.amazon.com/images/P/0140390103.01.MZZZZZZZ.jpg,8.6,5
0006485200,The Piano Man's Daughter,Timothy Findley,1999,Britnell Book Wholesalers,http://images.amazon.com/images/P/0006485200.01.MZZZZZZZ.jpg,8.6,5
0140430024,Middlemarch,George Eliot,1987,Penguin Books,http://images.amazon.com/images/P/0140430024.01.MZZZZZZZ.jpg,8.6,5
0743442717,A Very Gothic Christmas (Holiday Classics),Christine Feehan,2002,Pocket,http://images.amazon.com/images/P/0743442717.01.MZZZZZZZ.jpg,8.6,5
0385471483,Como agua para chocolate,Laura Esquivel,1994,Anchor,http://images.amazon.com/images/P/0385471483.01.MZZZZZZZ.jpg,8.6,5
0064405451,Betsy and the Great World (Betsy-Tacy Books),Maud Hart Lovelace,1996,HarperTrophy,http://images.amazon.com/images/P/0064405451.01.MZZZZZZZ.jpg,8.6,5
0449004848,The Seduction,NICOLE JORDAN,2000,Ivy Books,http://images.amazon.com/images/P/0449004848.01.MZZZZZZZ.jpg,8.6,5
031284879X,Daughter of the Forest (The Sevenwaters Trilogy),Juliet Marillier,2000,Tor Books,http://images.amazon.com/images/P/031284879X.01.MZZZZZZZ.jpg,8.6,5
0312302487,The Character of Rain: A Novel,Amelie Nothomb,2003,St. Martin's Press,http://images.amazon.com/images/P/0312302487.01.MZZZZZZZ.jpg,8.6,5
0345425537,The Hunger Moon (Ballantine Readers Circle),Suzanne Matson,1999,Ballantine Books,http://images.amazon.com/images/P/0345425537.01.MZZZZZZZ.jpg,8.6,5
0449211843,At Wit's End,Erma Bombeck,1988,Fawcett Books,http://images.amazon.com/images/P/0449211843.01.MZZZZZZZ.jpg,8.6,5
0192833561,Jane Eyre (Oxford World's Classics),Charlotte Bronte,1998,Oxford University Press,http://images.amazon.com/images/P/0192833561.01.MZZZZZZZ.jpg,8.6,5
3807701710,Per Anhalter Durch Due Galaxis,Adams,1994,"Koch, Neff &amp; Oetinger &amp; Co",http://images.amazon.com/images/P/3807701710.01.MZZZZZZZ.jpg,8.6,5
0141001615,"The Read-Aloud Handbook (Read-Aloud Handbook, 5th ed)",Jim Trelease,2001,Penguin USA (Paper),http://images.amazon.com/images/P/0141001615.01.MZZZZZZZ.jpg,8.6,5
0385318294,A Dry Spell,Susie Moloney,1997,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385318294.01.MZZZZZZZ.jpg,8.6,5
1552782964,Last Summer at Barebones,Diane Baker Mason,2002,McArthur &amp; Company,http://images.amazon.com/images/P/1552782964.01.MZZZZZZZ.jpg,8.6,5
0441552773,M.Y.T.H. Inc. Link,Robert Asprin,1991,Ace Books,http://images.amazon.com/images/P/0441552773.01.MZZZZZZZ.jpg,8.6,5
0451159276,It (R),Stephen King,1987,Signet Book,http://images.amazon.com/images/P/0451159276.01.MZZZZZZZ.jpg,8.6,5
0307116824,Just a Rainy Day (Golden Little Look-Look Book),MERCER MAYER,1999,Golden Books,http://images.amazon.com/images/P/0307116824.01.MZZZZZZZ.jpg,8.6,5
